time,x_boom,y_boom,angle_boom,theta1,theta2,xt2,theta1_dot,theta2_dot,xt2_dot,fc1,fc2,fct2
0.105,2.87248951232401,2.21299075819313,0.00757243042875278,0.781319996517474,-0.773747566088721,0,-0.0479592111547618,0.136982750008883,0,57020.2640845513,42387.3275201874,33.7950018121494
0.106,2.87253193506427,2.21311766729151,0.00766145544439071,0.781272035967824,-0.773610580523433,0,-0.04796054965027,0.136985565288228,0,57018.2955255747,42389.1576912528,34.2364186212889
0.107,2.87257434076786,2.21324457349598,0.00775048170080953,0.781224074200369,-0.77347359249956,0,-0.0479617674548081,0.136988023873528,0,57016.4344307737,42391.0927043567,34.6832527197169
0.108,2.87261672933838,2.21337147648898,0.00783950898111988,0.781176111325509,-0.773336602344389,0,-0.0479628748607865,0.136990155170906,0,57014.6716864016,42393.1237421835,35.1350442586587
0.109,2.87265910068795,2.2134983759779,0.00792853708592793,0.781128147444219,-0.773199610358291,0,-0.0479638812895473,0.136991986097769,0,57012.9989381331,42395.2427221309,35.5913717808098
0.11,2.87270145473641,2.21362527169301,0.00801756583185442,0.781080182648856,-0.773062616817002,0,-0.0479647953629865,0.136993541289371,0,57011.4085288667,42397.4422361889,36.0518490846158
0.111,2.87274379141076,2.21375216338552,0.00810659505017239,0.781032217023884,-0.772925621973711,0,-0.0479656249722211,0.136994843290381,0,57009.8934418793,42399.715495874,36.5161223250827
0.112,2.87278611064449,2.21387905082576,0.00819562458556434,0.780984250646547,-0.772788626060982,0,-0.0479663773370476,0.136995912729049,0,57008.4472481466,42402.0562813056,36.9838673578978
0.113,2.87282841237704,2.21400593380158,0.00828465429497986,0.780936283587484,-0.772651629292504,0,-0.0479670590628984,0.136996768478298,0,57007.0640581393,42404.4588945358,37.4547872890378
0.114,2.87287069655326,2.21413281211686,0.00837368404659018,0.780888315911292,-0.772514631864701,0,-0.0479676761923429,0.136997427802385,0,57005.7384772504,42406.9181164554,37.9286102264869
0.115,2.87291296312304,2.2142596855901,0.00846271371883063,0.780840347677039,-0.772377633958209,0,-0.0479682342522665,0.136997906492638,0,57004.4655650258,42409.4291673234,38.4050872090113
0.116,2.87295521204075,2.21438655405326,0.00855174319952339,0.780792378938741,-0.772240635739218,0,-0.0479687382978682,0.136998218990925,0,57003.2407975766,42411.9876703997,38.8839903033967
0.117,2.87299744326497,2.21451341735049,0.00864077238507666,0.780744409745791,-0.772103637360714,0,-0.047969192950859,0.136998378504472,0,57002.0600329615,42414.5896184797,39.365110860576
0.118,2.87303965675805,2.2146402753372,0.00872980117974745,0.780696440143352,-0.771966638963605,0,-0.0479696024385703,0.136998397108982,0,57000.9194795588,42417.2313432559,39.8482579043504
0.119,2.87308185248584,2.21476712787901,0.00881882949496789,0.780648470172728,-0.771829640677759,0,-0.0479699706243082,0.136998285845038,0,56999.8156667777,42419.909487029,40.3332566637058
0.12,2.87312403041733,2.21489397485091,0.00890785724873225,0.780600499871686,-0.771692642622954,0,-0.0479703010412322,0.13699805480519,0,56998.7454184096,42422.62097688,40.8199472121099
0.121,2.87316619052446,2.21502081613646,0.00899688436502948,0.780552529274768,-0.771555644909739,0,-0.0479705969179349,0.136997713215465,0,56997.7058279734,42425.3630008439,41.3081832286569
0.122,2.87320833278178,2.21514765162703,0.00908591077333129,0.780504558413563,-0.771418647640231,0,-0.0479708612058403,0.136997269507447,0,56996.6942361639,42428.1329860746,41.797830853361
0.123,2.87325045716629,2.21527448122116,0.00917493640811663,0.780456587316961,-0.771281650908844,0,-0.0479710966018274,0.136996731387171,0,56995.7082101279,42430.9285788059,42.2887676428307
0.124,2.87329256365719,2.2154013048239,0.0092639612084427,0.780408616011391,-0.771144654802948,0,-0.0479713055702859,0.136996105896401,0,56994.7455243896,42433.7476259085,42.7808816096615
0.125,2.87333465223572,2.21552812234628,0.00935298511754762,0.780360644521027,-0.771007659403479,0,-0.0479714903634658,0.136995399468674,0,56993.8041435665,42436.5881581263,43.2740703375144
0.126,2.87337672288495,2.21565493370478,0.00944200808249199,0.780312672867989,-0.770870664785496,0,-0.0479716530385303,0.136994617982623,0,56992.8822061629,42439.4483744473,43.768240176815
0.127,2.87341877558965,2.21578173882087,0.00953103005382523,0.780264701072514,-0.770733671018688,0,-0.0479717954748367,0.136993766808132,0,56991.9780099679,42442.3266279634,44.2633055035687
0.128,2.87346081033614,2.21590853762056,0.00962005098528627,0.780216729153125,-0.770596678167838,0,-0.0479719193891697,0.13699285085022,0,56991.0899986618,42445.2214128891,44.7591880366059
0.129,2.87350282711213,2.21603533003402,0.00970907083352606,0.780168757126775,-0.770459686293249,0,-0.0479720263497256,0.136991874589512,0,56990.2167494108,42448.1313525762,45.2558162159732
0.13,2.87354482590663,2.21616211599522,0.00979808955785487,0.780120785008986,-0.770322695451131,0,-0.0479721177887313,0.136990842117712,0,56989.3569615493,42451.0551885724,45.7531246340747
0.131,2.87358680670983,2.2162888954416,0.00988710712001295,0.780072812813972,-0.770185705693959,0,-0.0479721950140402,0.136989757171705,0,56988.5094462684,42453.9917706213,46.2510535087927
0.132,2.87362876951298,2.21641566831374,0.00997612348395701,0.780024840554753,-0.770048717070796,0,-0.0479722592194776,0.136988623163575,0,56987.6731170317,42456.9400474192,46.7495482079008
0.133,2.87367071430833,2.21654243455515,0.0100651386156701,0.779976868243257,-0.769911729627587,0,-0.0479723114957551,0.136987443208795,0,56986.8469808906,42459.8990582064,47.248558809564
0.134,2.873712641089,2.21666919411196,0.0101541524829837,0.779928895890418,-0.769774743407435,0,-0.0479723528384284,0.136986220152266,0,56986.030130592,42462.8679251053,47.7480396964355
0.135,2.87375454984897,2.21679594693269,0.0102431650554178,0.779880923506262,-0.769637758450844,0,-0.0479723841564237,0.136984956590368,0,56985.221737169,42465.8458459859,48.2479491920984
0.136,2.87379644058292,2.21692269296808,0.0103321763040323,0.779832951099983,-0.769500774795951,0,-0.0479724062787454,0.13698365489347,0,56984.4210432445,42468.8320879874,48.748249223267
0.137,2.87383831328624,2.21704943217089,0.0104211862012944,0.77978497868002,-0.769363792478725,0,-0.0479724199635712,0.136982317225716,0,56983.6273570907,42471.8259817168,49.2489050050283
0.138,2.87388016795495,2.21717616449568,0.0105101947209547,0.779737006254118,-0.769226811533163,0,-0.0479724259014347,0.136980945561618,0,56982.8400467266,42474.8269156271,49.7498847687998
0.139,2.87392200458562,2.21730288989871,0.0105992018379355,0.779689033829395,-0.76908983199146,0,-0.0479724247230706,0.136979541703681,0,56982.0585350184,42477.8343312022,50.2511594939636
0.14,2.87396382317535,2.21742960833775,0.0106882075282271,0.779641061412391,-0.768952853884163,0,-0.0479724170045301,0.1369781072965,0,56981.2822948754,42480.8477183484,50.7527026772563
0.141,2.87400562372173,2.21755631977197,0.0107772117687979,0.77959308900912,-0.768815877240322,0,-0.0479724032705917,0.136976643841194,0,56980.5108450064,42483.8666112646,51.2544901119866
0.142,2.87404740622276,2.2176830241618,0.010866214537504,0.779545116625119,-0.768678902087615,0,-0.0479723840009001,0.136975152706896,0,56979.7437458807,42486.8905845713,51.7564996951239
0.143,2.87408917067686,2.21780972146886,0.0109552158130149,0.779497144265487,-0.768541928452472,0,-0.0479723596324675,0.136973635143477,0,56978.9805962719,42489.9192499196,52.2587112400825
0.144,2.87413091708279,2.21793641165578,0.011044215574741,0.779449171934922,-0.768404956360181,0,-0.0479723305644484,0.136972092290534,0,56978.2210298412,42492.9522527234,52.7611063151367
